Orthogroup,camp,ecoli,pa,sam,staph,Total
OG0000771,1,1,1,1,1,5
OG0000772,1,1,1,1,1,5
OG0000773,1,1,1,1,1,5
OG0000774,1,1,1,1,1,5
OG0000775,1,1,1,1,1,5
OG0000776,1,1,1,1,1,5
OG0000777,1,1,1,1,1,5
OG0000778,1,1,1,1,1,5
OG0000779,1,1,1,1,1,5
OG0000780,1,1,1,1,1,5
OG0000781,1,1,1,1,1,5
OG0000782,1,1,1,1,1,5
OG0000783,1,1,1,1,1,5
OG0000784,1,2,0,2,0,5
OG0000785,1,1,1,1,1,5
OG0000786,1,1,1,1,1,5
OG0000787,1,1,1,1,1,5
OG0000788,1,1,1,2,0,5
OG0000789,1,1,1,1,1,5
OG0000790,1,1,1,1,1,5
OG0000791,1,1,1,1,1,5
OG0000792,1,1,2,1,0,5
OG0000793,1,2,1,1,0,5
OG0000794,1,1,1,1,1,5
OG0000795,1,1,1,1,1,5
OG0000796,1,1,1,1,1,5
OG0000797,1,1,1,1,1,5
OG0000798,1,1,1,1,1,5
OG0000799,1,1,1,1,1,5
OG0000800,1,1,1,1,1,5
OG0000801,1,1,1,1,1,5
OG0000802,1,1,1,1,1,5
OG0000803,1,1,1,1,1,5
OG0000804,1,1,1,1,1,5
OG0000805,1,1,1,1,1,5
OG0000806,1,1,1,1,1,5
OG0000807,1,1,1,1,1,5
OG0000808,1,1,2,1,0,5
OG0000809,1,1,1,1,1,5
OG0000810,1,1,1,1,1,5
OG0000811,1,1,1,1,1,5
OG0000812,1,1,1,1,1,5
OG0000813,1,1,1,1,1,5
OG0000814,1,1,1,1,1,5
OG0000815,1,1,1,1,1,5
OG0000816,1,1,1,1,1,5
OG0000817,1,1,2,1,0,5
OG0000818,1,1,1,1,1,5
OG0000819,1,1,1,1,1,5
OG0000820,1,1,1,1,1,5
OG0000821,1,1,1,1,1,5
OG0000822,1,1,2,1,0,5
OG0000823,1,1,1,1,1,5
OG0000824,1,1,1,1,1,5
OG0000825,1,1,1,1,1,5
OG0000826,1,1,1,1,1,5
OG0000827,1,1,1,1,1,5
OG0000828,1,1,1,1,1,5
OG0000829,1,1,1,1,1,5
OG0000830,1,1,1,1,1,5
OG0000831,1,1,2,1,0,5
OG0000832,1,1,1,1,1,5
OG0000833,1,1,1,1,1,5
OG0000834,1,1,1,1,1,5
OG0000835,1,1,1,1,1,5
OG0000836,1,1,2,1,0,5
OG0000837,1,0,4,0,0,5
OG0000838,1,1,2,1,0,5
OG0000839,1,1,1,1,1,5
OG0000840,1,1,1,1,1,5
OG0000841,1,1,1,1,1,5
OG0000842,1,1,1,1,1,5
OG0000843,1,1,1,1,1,5
OG0000844,1,1,1,1,1,5
OG0000845,1,1,1,1,1,5
OG0000846,1,1,1,1,1,5
OG0000847,1,1,2,1,0,5
OG0000848,1,1,1,1,1,5
OG0000849,1,1,1,1,1,5
OG0000850,1,1,1,1,1,5
OG0000851,1,1,1,1,1,5
OG0000852,1,1,1,1,1,5
OG0000853,1,1,1,1,1,5
OG0000854,1,1,1,1,1,5
OG0000855,1,1,1,1,1,5
OG0000856,1,1,1,1,1,5
OG0000857,1,1,1,1,1,5
OG0000858,1,1,1,1,1,5
OG0000859,1,1,1,1,1,5
OG0000860,1,1,1,1,1,5
OG0000861,1,1,1,1,1,5
OG0000862,1,1,1,1,1,5
OG0000863,1,1,1,1,1,5
OG0000864,1,1,1,1,1,5
OG0000865,1,1,1,1,1,5
OG0000866,1,1,1,1,1,5
OG0000867,1,1,1,1,1,5
OG0000868,1,1,1,1,1,5
OG0000869,1,1,1,1,1,5
OG0000870,1,1,1,1,1,5
OG0000871,1,1,1,1,1,5
OG0000872,1,1,1,1,1,5
OG0000873,1,1,1,1,1,5
OG0000874,1,1,1,1,1,5
OG0000875,1,1,1,1,1,5
OG0000876,1,1,1,1,1,5
OG0000877,1,1,1,1,1,5
OG0000878,1,1,1,1,1,5
OG0000879,1,1,1,1,1,5
OG0000880,1,1,1,1,1,5
OG0000881,1,1,1,1,1,5
OG0000882,1,1,1,1,1,5
OG0000883,1,1,1,1,1,5
OG0000884,1,1,1,1,1,5
OG0000885,1,1,1,1,1,5
OG0000886,1,1,1,1,1,5
OG0000887,1,1,1,1,1,5
OG0000888,1,1,1,1,1,5
OG0000889,1,1,0,2,1,5
OG0000890,1,1,1,1,1,5
OG0000891,1,1,1,1,1,5
OG0000892,1,1,1,1,1,5
OG0000893,1,1,2,1,0,5
OG0000894,1,1,2,1,0,5
OG0000895,1,1,1,1,1,5
OG0000896,1,1,1,1,1,5
OG0000897,1,1,1,1,1,5
OG0000898,1,1,1,1,1,5
OG0000899,1,1,1,1,1,5
OG0000900,1,1,2,1,0,5
OG0000901,1,1,2,1,0,5
OG0000902,1,1,2,1,0,5
OG0000903,1,1,1,1,1,5
OG0000904,1,1,1,1,1,5
OG0000905,1,1,1,1,1,5
OG0000906,1,1,1,1,1,5
OG0000907,1,1,1,1,1,5
OG0000908,1,1,1,1,1,5
OG0000909,1,1,1,1,1,5
OG0000910,1,2,0,2,0,5
OG0000911,1,1,1,1,1,5
OG0000912,1,1,1,1,1,5
OG0000913,1,1,1,1,1,5
OG0000914,1,1,1,1,1,5
OG0000915,1,1,1,1,1,5
OG0000916,1,1,1,1,1,5
OG0000917,1,1,1,1,1,5
OG0000918,1,1,1,1,1,5
OG0000919,1,1,1,1,1,5
OG0000920,1,1,1,1,1,5
OG0000921,1,1,1,1,1,5
OG0000922,1,1,1,1,1,5
OG0000923,1,1,1,1,1,5
OG0000924,1,1,2,1,0,5
OG0000925,1,1,1,1,1,5
OG0000926,1,1,1,1,1,5
OG0000927,1,1,1,1,1,5
OG0000928,1,1,1,1,1,5
OG0000929,0,3,0,1,1,5
OG0000930,0,1,2,2,0,5
OG0000931,0,2,0,2,1,5
OG0000932,0,3,2,0,0,5
OG0000933,0,2,1,1,1,5
OG0000934,0,1,2,2,0,5
OG0000935,0,2,1,1,1,5
OG0000936,0,2,1,2,0,5
OG0000937,0,1,0,3,1,5
OG0000938,0,1,3,1,0,5
OG0000939,0,2,1,2,0,5
OG0000940,0,1,0,4,0,5
OG0000941,0,2,0,3,0,5
OG0000942,0,3,0,1,1,5
OG0000943,0,3,1,1,0,5
OG0000944,0,2,1,2,0,5
OG0000945,0,2,1,1,1,5
OG0000946,0,2,1,1,1,5
OG0000947,0,1,0,2,2,5
OG0000948,0,1,2,1,1,5
OG0000949,0,1,2,1,1,5
OG0000950,0,2,0,2,1,5
OG0000951,0,2,1,2,0,5
OG0000952,0,1,2,1,1,5
OG0000953,0,1,1,3,0,5
OG0000954,0,1,3,1,0,5
OG0000955,0,2,1,2,0,5
OG0000956,0,5,0,0,0,5
OG0000957,0,1,3,1,0,5
OG0000958,0,1,1,1,2,5
OG0000959,0,1,2,1,1,5
OG0000960,0,1,1,1,2,5
OG0000961,0,1,1,1,2,5
OG0000962,0,1,2,1,1,5
OG0000963,0,2,1,2,0,5
OG0000964,0,1,2,1,1,5
OG0000965,0,1,1,1,2,5
OG0000966,0,1,1,1,2,5
OG0000967,0,1,2,1,1,5
OG0000968,0,1,3,1,0,5
OG0000969,0,1,3,1,0,5
OG0000970,0,1,2,1,1,5
OG0000971,0,1,3,1,0,5
OG0000972,0,1,1,2,1,5
OG0000973,0,1,3,1,0,5
OG0000974,0,1,2,1,1,5
OG0000975,0,1,2,1,1,5
OG0000976,0,1,1,1,2,5
OG0000977,0,5,0,0,0,5
OG0000978,0,2,1,1,1,5
OG0000979,0,1,1,2,1,5
OG0000980,0,1,3,1,0,5
OG0000981,0,2,1,2,0,5
OG0000982,0,1,3,1,0,5
OG0000983,0,1,1,2,1,5
OG0000984,0,1,1,1,2,5
OG0000985,0,1,1,1,2,5
OG0000986,0,1,2,1,1,5
OG0000987,0,1,1,1,2,5
OG0000988,0,1,2,1,1,5
OG0000989,0,1,2,1,1,5
OG0000990,0,2,0,3,0,5
OG0000991,0,1,1,2,1,5
OG0000992,0,1,3,1,0,5
OG0000993,0,1,3,1,0,5
OG0000994,0,1,0,2,2,5
OG0000995,0,2,1,2,0,5
OG0000996,0,1,2,1,1,5
OG0000997,0,2,1,2,0,5
OG0000998,0,1,2,1,1,5
OG0000999,0,1,3,1,0,5
OG0001000,0,1,3,1,0,5
OG0001001,0,1,1,3,0,5
OG0001002,0,1,1,1,2,5
OG0001003,0,3,1,1,0,5
OG0001004,0,1,1,1,2,5
OG0001005,0,1,1,2,1,5
OG0001006,0,1,3,1,0,5
OG0001007,0,1,1,1,2,5
OG0001008,0,1,3,0,1,5
OG0001009,0,1,2,1,1,5
OG0001010,0,1,0,3,1,5
OG0001011,0,1,2,2,0,5
OG0001012,0,1,2,1,1,5
OG0001013,0,1,0,1,3,5
OG0001014,0,0,4,0,1,5
OG0001015,0,0,4,0,1,5
OG0001016,0,0,5,0,0,5
OG0001017,0,0,5,0,0,5
OG0001018,0,0,4,1,0,5
OG0001019,0,0,3,1,1,5
OG0001020,0,0,1,4,0,5
OG0001021,0,0,4,1,0,5
OG0001022,0,0,4,1,0,5
OG0001023,0,0,1,0,4,5
OG0001024,0,0,5,0,0,5
OG0001025,0,0,0,5,0,5
OG0001026,0,0,0,1,4,5
OG0001027,0,0,0,0,5,5
OG0001028,0,0,0,0,5,5
OG0001029,0,0,0,0,5,5
OG0001030,0,0,0,0,5,5
OG0001031,0,0,0,0,5,5
OG0001032,1,1,1,1,0,4
OG0001033,1,1,1,1,0,4
OG0001034,1,1,1,1,0,4
OG0001035,1,1,1,1,0,4
OG0001036,1,1,1,1,0,4
OG0001037,1,1,1,1,0,4
OG0001038,1,1,1,1,0,4
OG0001039,1,1,1,1,0,4
OG0001040,1,1,1,1,0,4
OG0001041,1,1,1,1,0,4
OG0001042,1,1,1,1,0,4
OG0001043,1,1,1,1,0,4
OG0001044,1,1,0,1,1,4
OG0001045,1,1,1,1,0,4
OG0001046,1,1,1,1,0,4
OG0001047,1,1,1,1,0,4
OG0001048,1,1,1,1,0,4
OG0001049,1,1,1,1,0,4
OG0001050,1,1,1,1,0,4
OG0001051,1,1,1,1,0,4
OG0001052,1,1,1,1,0,4
OG0001053,1,1,1,1,0,4
OG0001054,1,1,1,1,0,4
OG0001055,4,0,0,0,0,4
OG0001056,1,1,1,1,0,4
OG0001057,1,1,1,1,0,4
OG0001058,1,1,1,1,0,4
OG0001059,1,1,1,1,0,4
OG0001060,1,1,1,1,0,4
OG0001061,1,1,0,1,1,4
OG0001062,1,1,1,1,0,4
OG0001063,1,1,1,1,0,4
OG0001064,1,1,1,1,0,4
OG0001065,1,1,1,1,0,4
OG0001066,1,1,1,1,0,4
OG0001067,1,1,1,1,0,4
OG0001068,1,1,1,1,0,4
OG0001069,1,1,1,1,0,4
OG0001070,1,1,1,1,0,4
OG0001071,1,1,1,1,0,4
OG0001072,1,1,1,1,0,4
OG0001073,1,1,0,2,0,4
OG0001074,1,1,1,1,0,4
OG0001075,1,1,1,1,0,4
OG0001076,1,1,1,1,0,4
OG0001077,1,0,1,0,2,4
OG0001078,1,1,1,1,0,4
OG0001079,1,1,1,1,0,4
OG0001080,1,1,1,1,0,4
OG0001081,1,1,0,1,1,4
OG0001082,1,1,1,1,0,4
OG0001083,1,1,1,1,0,4
OG0001084,1,1,1,0,1,4
OG0001085,1,1,1,0,1,4
OG0001086,1,1,1,1,0,4
OG0001087,1,1,1,1,0,4
OG0001088,1,1,1,1,0,4
OG0001089,1,0,0,1,2,4
OG0001090,1,1,1,1,0,4
OG0001091,1,1,1,1,0,4
OG0001092,2,0,2,0,0,4
OG0001093,1,1,1,1,0,4
OG0001094,1,1,1,1,0,4
OG0001095,1,1,1,1,0,4
OG0001096,1,1,1,1,0,4
OG0001097,1,1,1,1,0,4
OG0001098,1,1,1,1,0,4
OG0001099,1,0,3,0,0,4
OG0001100,1,1,1,1,0,4
OG0001101,1,1,1,1,0,4
OG0001102,1,1,1,1,0,4
OG0001103,1,1,1,1,0,4
OG0001104,1,1,1,1,0,4
OG0001105,1,1,1,1,0,4
OG0001106,1,1,1,1,0,4
OG0001107,1,1,1,1,0,4
OG0001108,1,1,1,1,0,4
OG0001109,1,1,1,1,0,4
OG0001110,1,1,1,1,0,4
OG0001111,1,1,0,1,1,4
OG0001112,1,1,1,1,0,4
OG0001113,1,1,1,1,0,4
OG0001114,1,1,0,2,0,4
OG0001115,1,1,1,1,0,4
OG0001116,1,1,1,1,0,4
OG0001117,1,1,1,1,0,4
OG0001118,1,1,1,1,0,4
OG0001119,1,1,1,1,0,4
OG0001120,1,1,1,1,0,4
OG0001121,1,1,1,1,0,4
OG0001122,1,1,1,1,0,4
OG0001123,1,1,1,1,0,4
OG0001124,1,1,0,2,0,4
OG0001125,1,1,1,1,0,4
OG0001126,2,1,0,0,1,4
OG0001127,1,1,1,1,0,4
OG0001128,1,1,1,1,0,4
OG0001129,1,1,1,1,0,4
OG0001130,1,1,1,1,0,4
OG0001131,1,1,1,1,0,4
OG0001132,1,1,1,1,0,4
OG0001133,1,1,1,1,0,4
OG0001134,1,1,1,1,0,4
OG0001135,1,1,0,2,0,4
OG0001136,1,1,1,1,0,4
OG0001137,1,1,1,1,0,4
OG0001138,1,1,1,1,0,4
OG0001139,1,1,1,1,0,4
OG0001140,1,1,1,1,0,4
OG0001141,1,1,1,1,0,4
OG0001142,1,1,1,1,0,4
OG0001143,1,0,3,0,0,4
OG0001144,1,1,0,1,1,4
OG0001145,1,1,1,1,0,4
OG0001146,1,1,1,1,0,4
OG0001147,1,1,1,1,0,4
OG0001148,1,2,0,1,0,4
OG0001149,1,1,1,1,0,4
OG0001150,1,1,1,1,0,4
OG0001151,1,1,1,1,0,4
OG0001152,1,1,1,1,0,4
OG0001153,1,1,0,1,1,4
OG0001154,1,1,1,1,0,4
OG0001155,1,1,1,1,0,4
OG0001156,1,1,1,1,0,4
OG0001157,1,1,0,1,1,4
OG0001158,1,1,1,1,0,4
OG0001159,1,1,1,1,0,4
OG0001160,1,1,1,1,0,4
OG0001161,1,1,1,1,0,4
OG0001162,1,1,1,1,0,4
OG0001163,1,1,1,1,0,4
OG0001164,1,1,0,1,1,4
OG0001165,1,1,1,1,0,4
OG0001166,1,1,1,1,0,4
OG0001167,1,2,1,0,0,4
OG0001168,1,1,1,1,0,4
OG0001169,1,1,1,0,1,4
OG0001170,2,1,0,1,0,4
OG0001171,1,1,1,1,0,4
OG0001172,1,0,3,0,0,4
OG0001173,1,1,2,0,0,4
OG0001174,1,1,1,0,1,4
OG0001175,1,1,1,1,0,4
OG0001176,1,1,1,0,1,4
OG0001177,1,3,0,0,0,4
OG0001178,1,1,1,1,0,4
OG0001179,1,1,1,1,0,4
OG0001180,1,1,1,1,0,4
OG0001181,1,1,1,1,0,4
OG0001182,1,1,1,1,0,4
OG0001183,1,1,1,1,0,4
OG0001184,1,1,1,1,0,4
OG0001185,1,1,1,1,0,4
OG0001186,1,1,1,1,0,4
OG0001187,4,0,0,0,0,4
OG0001188,0,4,0,0,0,4
OG0001189,0,1,0,3,0,4
OG0001190,0,2,0,2,0,4
OG0001191,0,1,1,1,1,4
OG0001192,0,1,1,1,1,4
OG0001193,0,1,2,1,0,4
OG0001194,0,1,2,1,0,4
OG0001195,0,1,2,1,0,4
OG0001196,0,1,1,1,1,4
OG0001197,0,4,0,0,0,4
OG0001198,0,3,0,0,1,4
OG0001199,0,2,1,1,0,4
OG0001200,0,1,1,2,0,4
OG0001201,0,1,2,1,0,4
OG0001202,0,2,0,2,0,4
OG0001203,0,1,0,3,0,4
OG0001204,0,1,1,1,1,4
OG0001205,0,1,1,1,1,4
OG0001206,0,1,1,1,1,4
OG0001207,0,1,1,1,1,4
OG0001208,0,1,1,1,1,4
OG0001209,0,1,1,1,1,4
OG0001210,0,1,1,1,1,4
OG0001211,0,1,1,1,1,4
OG0001212,0,1,1,1,1,4
OG0001213,0,1,1,1,1,4
OG0001214,0,1,1,1,1,4
OG0001215,0,1,1,1,1,4
OG0001216,0,1,2,1,0,4
OG0001217,0,1,1,1,1,4
OG0001218,0,2,0,2,0,4
OG0001219,0,1,1,2,0,4
OG0001220,0,1,1,1,1,4
OG0001221,0,1,2,1,0,4
OG0001222,0,1,1,1,1,4
OG0001223,0,1,1,1,1,4
OG0001224,0,2,0,2,0,4
OG0001225,0,2,0,2,0,4
OG0001226,0,1,1,1,1,4
OG0001227,0,1,1,1,1,4
OG0001228,0,1,1,1,1,4
OG0001229,0,1,1,1,1,4
OG0001230,0,1,1,1,1,4
OG0001231,0,1,1,1,1,4
OG0001232,0,1,1,1,1,4
OG0001233,0,2,2,0,0,4
OG0001234,0,1,1,1,1,4
OG0001235,0,1,1,1,1,4
OG0001236,0,2,0,2,0,4
OG0001237,0,1,1,1,1,4
OG0001238,0,1,1,1,1,4
OG0001239,0,1,2,1,0,4
OG0001240,0,1,2,1,0,4
OG0001241,0,1,2,1,0,4
OG0001242,0,1,1,1,1,4
OG0001243,0,1,2,1,0,4
OG0001244,0,1,2,0,1,4
OG0001245,0,1,1,1,1,4
OG0001246,0,1,2,1,0,4
OG0001247,0,2,1,1,0,4
OG0001248,0,1,1,1,1,4
OG0001249,0,1,1,1,1,4
OG0001250,0,1,2,1,0,4
OG0001251,0,1,1,1,1,4
OG0001252,0,1,0,3,0,4
OG0001253,0,1,0,2,1,4
OG0001254,0,1,2,1,0,4
OG0001255,0,1,2,1,0,4
OG0001256,0,2,0,2,0,4
OG0001257,0,2,1,1,0,4
OG0001258,0,1,1,1,1,4
OG0001259,0,1,1,1,1,4
OG0001260,0,2,0,1,1,4
OG0001261,0,1,0,1,2,4
OG0001262,0,1,1,1,1,4
OG0001263,0,1,2,1,0,4
OG0001264,0,1,2,1,0,4
OG0001265,0,1,1,2,0,4
OG0001266,0,1,2,1,0,4
OG0001267,0,1,2,1,0,4
OG0001268,0,1,0,3,0,4
OG0001269,0,1,2,1,0,4
OG0001270,0,1,0,1,2,4
OG0001271,0,1,2,1,0,4
OG0001272,0,1,1,1,1,4
OG0001273,0,1,0,2,1,4
OG0001274,0,1,2,1,0,4
OG0001275,0,1,1,1,1,4
OG0001276,0,1,1,1,1,4
OG0001277,0,1,2,1,0,4
OG0001278,0,1,1,1,1,4
OG0001279,0,1,1,1,1,4
OG0001280,0,1,2,1,0,4
OG0001281,0,1,2,1,0,4
OG0001282,0,1,1,1,1,4
OG0001283,0,1,0,2,1,4
OG0001284,0,1,0,2,1,4
OG0001285,0,1,0,2,1,4
OG0001286,0,1,2,1,0,4
OG0001287,0,3,0,1,0,4
OG0001288,0,1,1,1,1,4
OG0001289,0,1,1,1,1,4
OG0001290,0,1,1,2,0,4
OG0001291,0,1,1,2,0,4
OG0001292,0,1,1,2,0,4
OG0001293,0,1,1,2,0,4
OG0001294,0,1,1,2,0,4
OG0001295,0,1,1,2,0,4
OG0001296,0,1,2,1,0,4
OG0001297,0,1,0,2,1,4
OG0001298,0,1,0,2,1,4
OG0001299,0,1,1,1,1,4
OG0001300,0,1,2,1,0,4
OG0001301,0,2,0,2,0,4
OG0001302,0,1,2,1,0,4
OG0001303,0,1,1,1,1,4
OG0001304,0,1,1,1,1,4
OG0001305,0,1,2,1,0,4
OG0001306,0,1,2,1,0,4
OG0001307,0,2,0,1,1,4
OG0001308,0,1,2,1,0,4
OG0001309,0,1,1,1,1,4
OG0001310,0,1,2,1,0,4
OG0001311,0,1,2,1,0,4
OG0001312,0,1,2,1,0,4
OG0001313,0,1,1,1,1,4
OG0001314,0,1,2,1,0,4
OG0001315,0,1,2,1,0,4
OG0001316,0,1,2,1,0,4
OG0001317,0,1,2,1,0,4
OG0001318,0,1,2,1,0,4
OG0001319,0,1,3,0,0,4
OG0001320,0,1,1,1,1,4
OG0001321,0,1,1,1,1,4
OG0001322,0,2,0,2,0,4
OG0001323,0,1,1,1,1,4
OG0001324,0,1,1,1,1,4
OG0001325,0,1,1,1,1,4
OG0001326,0,1,1,1,1,4
OG0001327,0,1,1,1,1,4
OG0001328,0,1,1,1,1,4
OG0001329,0,1,1,1,1,4
OG0001330,0,1,2,1,0,4
OG0001331,0,1,1,1,1,4
OG0001332,0,1,1,1,1,4
OG0001333,0,1,2,1,0,4
OG0001334,0,1,2,1,0,4
OG0001335,0,1,1,1,1,4
OG0001336,0,2,1,1,0,4
OG0001337,0,1,3,0,0,4
OG0001338,0,1,1,2,0,4
OG0001339,0,1,1,1,1,4
OG0001340,0,1,1,1,1,4
OG0001341,0,1,1,1,1,4
OG0001342,0,1,1,1,1,4
OG0001343,0,1,1,1,1,4
OG0001344,0,1,0,3,0,4
OG0001345,0,1,1,1,1,4
OG0001346,0,1,1,1,1,4
OG0001347,0,1,0,2,1,4
OG0001348,0,1,0,3,0,4
OG0001349,0,1,2,1,0,4
OG0001350,0,1,1,1,1,4
OG0001351,0,1,1,1,1,4
OG0001352,0,1,1,1,1,4
OG0001353,0,1,1,1,1,4
OG0001354,0,1,1,1,1,4
OG0001355,0,1,2,1,0,4
OG0001356,0,1,2,1,0,4
OG0001357,0,1,0,3,0,4
OG0001358,0,1,1,1,1,4
OG0001359,0,1,1,1,1,4
OG0001360,0,1,1,2,0,4
OG0001361,0,1,1,1,1,4
OG0001362,0,1,3,0,0,4
OG0001363,0,1,2,1,0,4
OG0001364,0,1,2,1,0,4
OG0001365,0,1,1,1,1,4
OG0001366,0,1,1,1,1,4
OG0001367,0,1,1,1,1,4
OG0001368,0,1,2,1,0,4
OG0001369,0,1,1,1,1,4
OG0001370,0,1,1,1,1,4
OG0001371,0,1,1,1,1,4
OG0001372,0,1,1,1,1,4
OG0001373,0,1,1,1,1,4
OG0001374,0,1,2,1,0,4
OG0001375,0,1,1,1,1,4
OG0001376,0,1,1,1,1,4
OG0001377,0,1,2,1,0,4
OG0001378,0,1,1,1,1,4
OG0001379,0,1,1,1,1,4
OG0001380,0,1,1,1,1,4
OG0001381,0,1,2,1,0,4
OG0001382,0,1,1,1,1,4
OG0001383,0,1,1,1,1,4
OG0001384,0,1,2,1,0,4
OG0001385,0,1,2,1,0,4
OG0001386,0,1,1,1,1,4
OG0001387,0,1,1,1,1,4
OG0001388,0,1,2,1,0,4
OG0001389,0,1,2,1,0,4
OG0001390,0,1,2,1,0,4
OG0001391,0,1,1,1,1,4
OG0001392,0,1,2,1,0,4
OG0001393,0,1,0,3,0,4
OG0001394,0,1,1,1,1,4
OG0001395,0,1,1,1,1,4
OG0001396,0,1,1,1,1,4
OG0001397,0,1,1,1,1,4
OG0001398,0,1,2,1,0,4
OG0001399,0,1,0,1,2,4
OG0001400,0,1,1,1,1,4
OG0001401,0,1,1,1,1,4
OG0001402,0,1,2,1,0,4
OG0001403,0,1,0,3,0,4
OG0001404,0,1,1,1,1,4
OG0001405,0,1,1,1,1,4
OG0001406,0,1,0,1,2,4
OG0001407,0,1,0,1,2,4
OG0001408,0,0,4,0,0,4
OG0001409,0,0,4,0,0,4
OG0001410,0,0,3,1,0,4
OG0001411,0,0,3,1,0,4
OG0001412,0,0,3,1,0,4
OG0001413,0,0,3,1,0,4
OG0001414,0,0,3,1,0,4
OG0001415,0,0,3,1,0,4
OG0001416,0,0,3,1,0,4
OG0001417,0,0,4,0,0,4
OG0001418,0,0,4,0,0,4
OG0001419,0,0,3,0,1,4
OG0001420,0,0,4,0,0,4
OG0001421,0,0,4,0,0,4
OG0001422,0,0,4,0,0,4
OG0001423,0,0,4,0,0,4
OG0001424,0,0,1,3,0,4
OG0001425,0,0,1,3,0,4
OG0001426,0,0,1,3,0,4
OG0001427,0,0,1,3,0,4
OG0001428,0,0,1,3,0,4
OG0001429,0,0,4,0,0,4
OG0001430,0,0,4,0,0,4
OG0001431,0,0,3,1,0,4
OG0001432,0,0,4,0,0,4
OG0001433,0,0,4,0,0,4
OG0001434,0,0,3,0,1,4
OG0001435,0,0,4,0,0,4
OG0001436,0,0,4,0,0,4
OG0001437,0,0,2,0,2,4
OG0001438,0,0,4,0,0,4
OG0001439,0,0,4,0,0,4
OG0001440,0,0,1,0,3,4
OG0001441,0,0,0,4,0,4
OG0001442,0,0,0,4,0,4
OG0001443,0,0,0,0,4,4
OG0001444,0,0,0,0,4,4
OG0001445,0,0,0,0,4,4
OG0001446,0,0,0,0,4,4
OG0001447,0,0,0,0,4,4
OG0001448,1,0,2,0,0,3
OG0001449,1,1,0,1,0,3
OG0001450,1,1,0,1,0,3
OG0001451,1,1,0,1,0,3
OG0001452,1,1,0,1,0,3
OG0001453,1,0,2,0,0,3
OG0001454,1,1,0,1,0,3
OG0001455,1,0,1,1,0,3
OG0001456,1,1,0,1,0,3
OG0001457,1,1,0,1,0,3
OG0001458,2,0,1,0,0,3
OG0001459,2,1,0,0,0,3
OG0001460,1,1,0,1,0,3
OG0001461,1,0,1,1,0,3
OG0001462,1,0,2,0,0,3
OG0001463,1,0,1,0,1,3
OG0001464,1,0,0,0,2,3
OG0001465,1,1,0,1,0,3
OG0001466,1,1,0,1,0,3
OG0001467,3,0,0,0,0,3
OG0001468,1,1,0,1,0,3
OG0001469,1,1,0,0,1,3
OG0001470,1,0,1,0,1,3
OG0001471,3,0,0,0,0,3
OG0001472,1,1,0,1,0,3
OG0001473,3,0,0,0,0,3
OG0001474,1,1,0,1,0,3
OG0001475,1,0,1,1,0,3
OG0001476,1,1,0,1,0,3
OG0001477,1,1,0,1,0,3
OG0001478,1,1,0,1,0,3
OG0001479,1,1,0,1,0,3
OG0001480,1,0,1,0,1,3
OG0001481,1,0,1,0,1,3
OG0001482,1,1,1,0,0,3
OG0001483,1,0,2,0,0,3
OG0001484,1,0,1,0,1,3
OG0001485,1,0,1,1,0,3
OG0001486,1,0,1,1,0,3
OG0001487,1,0,1,1,0,3
OG0001488,1,0,1,1,0,3
OG0001489,1,1,0,1,0,3
OG0001490,1,0,2,0,0,3
OG0001491,1,1,0,1,0,3
OG0001492,1,0,2,0,0,3
OG0001493,1,0,1,0,1,3
OG0001494,1,0,0,0,2,3
OG0001495,1,1,0,1,0,3
OG0001496,1,0,1,0,1,3
OG0001497,1,0,2,0,0,3
OG0001498,1,1,0,1,0,3
OG0001499,1,1,0,1,0,3
OG0001500,1,1,0,1,0,3
OG0001501,1,1,0,1,0,3
OG0001502,1,0,1,0,1,3
OG0001503,1,1,0,1,0,3
OG0001504,3,0,0,0,0,3
OG0001505,0,2,0,1,0,3
OG0001506,0,1,1,1,0,3
OG0001507,0,3,0,0,0,3
OG0001508,0,3,0,0,0,3
OG0001509,0,2,0,1,0,3
OG0001510,0,1,1,1,0,3
OG0001511,0,1,1,1,0,3
OG0001512,0,1,1,1,0,3
OG0001513,0,1,1,1,0,3
OG0001514,0,1,0,1,1,3
OG0001515,0,1,0,2,0,3
OG0001516,0,1,1,1,0,3
OG0001517,0,1,1,1,0,3
OG0001518,0,1,1,1,0,3
OG0001519,0,1,1,1,0,3
OG0001520,0,1,0,1,1,3
OG0001521,0,1,1,1,0,3
OG0001522,0,1,1,1,0,3
OG0001523,0,1,1,1,0,3
OG0001524,0,1,1,1,0,3
OG0001525,0,1,1,1,0,3
OG0001526,0,1,1,1,0,3
OG0001527,0,1,1,1,0,3
OG0001528,0,1,1,1,0,3
OG0001529,0,1,1,1,0,3
OG0001530,0,1,1,1,0,3
OG0001531,0,1,1,1,0,3
OG0001532,0,1,1,1,0,3
OG0001533,0,1,1,1,0,3
OG0001534,0,1,1,1,0,3
OG0001535,0,1,1,1,0,3
OG0001536,0,1,1,1,0,3
OG0001537,0,1,1,1,0,3
OG0001538,0,1,1,1,0,3
OG0001539,0,1,1,1,0,3
OG0001540,0,1,1,1,0,3
OG0001541,0,1,2,0,0,3
OG0001542,0,1,1,1,0,3
OG0001543,0,1,1,1,0,3
OG0001544,0,1,1,1,0,3
OG0001545,0,1,1,1,0,3
OG0001546,0,3,0,0,0,3
